record number,reference number,literature type,reference,one sentence summary,score,country,region1,region2,site,habitat,habitat1,habitat2,habitat3,habitat4,lon (decimal degrees),lat (decimal degrees),start year,end year,number of sites / study plots,site description,site detail,number of subsites,subsite detail,type of study,species,assemblage,agri-environment,basic agri-environment,targeted agri-environment (wader-specific or higher level),site protection - nature reserve,site protection - designation,mowing,grazing,fertilizer,herbicides / pesticides,nest protection - agricultural activities,nest protection - predation (enclosures or exclosures),ground water management (drainage inhibited),wet features / surface water management,openness of landscape,predator control,other mgmt,other management type (provide description),management notes,overall metric,standardized metric,standardisation calculation,specific metric,specific metric details,reference metric before management,metric after management,log(effect size),effect size (where reported),stand. reference metric before management,stand. metric after management,stand. effect size,unit of analysis,unit of analysis detail,sample size,analysis type 1,analysis type 2,analysis type details,significant effect (Y/N /U),direction of effect (positive / negative / none),values obtained from plot?,values in plots not extracted,related records,comments
2,30,primary,"Jackson, D. B. 2001. Experimental removal of introduced hedgehogs improves wader nest success in the Western Isles, Scotland. - Journal of Applied Ecology 38: 802–812.",Experimental fencing and removal of hedgehogs significantly reduced daily nest failure rate for ALL wader species but not individual species (lapwing and redshank/snipe pooled).,good,United Kingdom,Scotland,South Uist,Loch Bee and Drimore,pastoral,natural/semi-natural grassland,"lowland grassland, lowland wet grassland",,machair,7.0,57.0,1996,1998,2,study sites,small (0-10 kmsq),,,experimental,redshank,Y,,,,,,,,,,,applied site scale,,,,applied site scale,,,hedgehog exclosures and removal from fenced area,productivity (nest level),nest survival (Mayfield),calculated using 24 days incubation + 5 days laying,daily survival rate,,0.9048,0.9502,0.031806534,0.05,0.05,0.23,3.14,individual,nests,small (< 30),frequentist,multivariate,logistic regression,N,positive,,,,"redshank + snipe nests pooled; overall positive effect of fencing treatment on daily survival of ALL wader nests, but no significant species-specific effects; significance only calculated for daily survival rate, not overall percentage of nests hatching; metrics presented as daily failure rate in paper, I have converted to daily survival rates"
3,30,primary,"Jackson, D. B. 2001. Experimental removal of introduced hedgehogs improves wader nest success in the Western Isles, Scotland. - Journal of Applied Ecology 38: 802–812.",Experimental fencing and removal of hedgehogs significantly reduced daily nest failure rate for ALL wader species but not individual species (lapwing and redshank/snipe pooled).,good,United Kingdom,Scotland,South Uist,Loch Bee and Drimore,pastoral,natural/semi-natural grassland,"lowland grassland, lowland wet grassland",,machair,7.0,57.0,1996,1998,2,study sites,small (0-10 kmsq),,,experimental,snipe,Y,,,,,,,,,,,applied site scale,,,,applied site scale,,,hedgehog exclosures and removal from fenced area,productivity (nest level),nest survival (Mayfield),calculated using 19 days incubation + 5 days laying,daily survival rate,,0.9048,0.9502,0.031806534,0.05,0.09,0.29,2.24,individual,nests,small (< 30),frequentist,multivariate,logistic regression,N,positive,,,,"redshank + snipe nests pooled; overall positive effect of fencing treatment on daily survival of ALL wader nests, but no significant species-specific effects; significance only calculated for daily survival rate, not overall percentage of nests hatching; metrics presented as daily failure rate in paper, I have converted to daily survival rates"
1,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,lapwing,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on already wet fields,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",41,88.5,0.762942942,1.16,41,88.5,1.16,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,Y,positive,Y,,,reference is test grassland before treatment
2,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,black-tailed godwit,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on already wet fields,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",37,57,0.427444015,0.54,37,57,0.54,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,Y,positive,Y,,,reference is test grassland before treatment
3,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,redshank,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on already wet fields,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",20,41,0.705268541,1.05,20,41,1.05,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,Y,positive,Y,,,reference is test grassland before treatment
4,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,oystercatcher,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on already wet fields,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",8,17,0.722134717,1.13,8,17,1.13,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,N,positive,Y,,,reference is test grassland before treatment
5,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,lapwing,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on dry or re-established grasslands,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",11,8,-0.302280872,-0.27,11,8,-0.27,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,N,negative,Y,,,reference is test grassland before treatment
6,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,black-tailed godwit,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on dry or re-established grasslands,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",13,8,-0.462623522,-0.38,13,8,-0.38,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,N,negative,Y,,,reference is test grassland before treatment
7,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,redshank,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on dry or re-established grasslands,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",12,9,-0.274436846,-0.25,12,9,-0.25,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,N,negative,Y,,,reference is test grassland before treatment
8,31,primary,"Kahlert, J. et al. 2007. Response of breeding waders to agri-environmental schemes may be obscured by effects of existing hydrology and farming history. - Journal of Ornithology 148: S287–S293.","Positive effect of wet features as part of AES applied to permanent wet grasslands for lapwing, redshank and black-tailed godwit; no effect for oystercatcher. No effect of wet features management applied as part of AES to previously dry grasslands or to re-established grasslands (converted from arable).",good,Denmark,,,"Ydre Koge, Tøndermarsken",pastoral,"natural/semi-natural grassland, farmland",,,re-established grassland from arable,8.7,54.9,2001,2005,469,fields,,,,experimental,oystercatcher,Y,applied site scale,,,,,,,,,,,,applied site scale,,,,,applied on dry or re-established grasslands,abundance,number of individuals/pairs (ratio),,number of breeding pairs,"unit area unknown, cannot determine density",14,23,0.482851772,0.64,14,23,0.64,field/plot/site,fields,large (100-1000),frequentist,univariate,chi square,N,positive,Y,,,reference is test grassland before treatment
1,32,primary,"Kentie, R. et al. 2015. Management of modern agricultural landscapes increases nest predation rates in Black-tailed Godwits Limosa limosa. - Ibis 157: 614–625.",Apparent nest success was highest on unmown herb-rich meadows under agri-environment; unmown monoculture nest success was lower; nest success of nests in large unmown patches in monoculture was similar to entirely unmown; nest success in small patches was lower than in large patches or in entirely unmown,medium,Netherlands,Friesland,,,pastoral,"natural/semi-natural grassland, farmland",,,,5.5,53.0,2007,2012,1,study sites,medium (10-100 kmsq),,fields,semi-experimental,black-tailed godwit,N,applied site scale,,applied site scale,,,restricted site scale,,restricted site scale,restricted site scale,,,restricted site scale,,,,,,,productivity (nest level),,,nest survival,MARK,,,,,,,,individual,nests,large (100-1000),frequentist,multivariate,GLMM,Y,positive,,Y,,higher nest survival in meadows than in monocultures
2,32,primary,"Kentie, R. et al. 2015. Management of modern agricultural landscapes increases nest predation rates in Black-tailed Godwits Limosa limosa. - Ibis 157: 614–625.",Apparent nest success was highest on unmown herb-rich meadows under agri-environment; unmown monoculture nest success was lower; nest success of nests in large unmown patches in monoculture was similar to entirely unmown; nest success in small patches was lower than in large patches or in entirely unmown,medium,Netherlands,Friesland,,,pastoral,"natural/semi-natural grassland, farmland",,,,5.5,53.0,2007,2012,1,study sites,medium (10-100 kmsq),,fields,semi-experimental,black-tailed godwit,N,applied site scale,,applied site scale,,,restricted site scale,,restricted site scale,restricted site scale,,,restricted site scale,,,,,,,productivity (nest level),nest survival (Mayfield),"converted using correction factor of Hötker, 2010, WSGB 117(1):59-61",classical nest success,successful nests/total nests,0.45,0.56,0.109562203,0.24,0.29,0.40,0.37,individual,nests,large (100-1000),frequentist,multivariate,GLMM,Y,positive,,,,higher nest success in unmown AE managed meadows vs unmown monocultures
3,32,primary,"Kentie, R. et al. 2015. Management of modern agricultural landscapes increases nest predation rates in Black-tailed Godwits Limosa limosa. - Ibis 157: 614–625.",Apparent nest success was highest on unmown herb-rich meadows under agri-environment; unmown monoculture nest success was lower; nest success of nests in large unmown patches in monoculture was similar to entirely unmown; nest success in small patches was lower than in large patches or in entirely unmown,medium,Netherlands,Friesland,,,pastoral,"natural/semi-natural grassland, farmland",,,,5.5,53.0,2007,2012,1,study sites,medium (10-100 kmsq),,fields,semi-experimental,black-tailed godwit,N,,,,,,restricted site scale,,,,applied site scale,,,,,,,,,productivity (nest level),nest survival (Mayfield),"converted using correction factor of Hötker, 2010, WSGB 117(1):59-62",classical nest success,successful nests/total nests,0.45,0.21,-0.291197015,-0.53,0.29,0.12,-0.59,individual,nests,large (100-1000),frequentist,multivariate,GLMM,N,negative,,,,no diff in nest success between unmown monoculture vs large patch protected mown monoculture
