reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	n.before	n.after	var.before	var.after	var.type	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
38	3	primary	good	United Kingdom	England, Wales and Northern Ireland	pastoral	natural/semi-natural grassland	lowland wet grassland	2004	2011	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	none	none	applied	none	none	applied	none	fox and crow removal	productivity (nest level)	nest survival	NA	NA			NA	NA							N	no data	individual	large	frequentist	multivariate	GLMM		none	none	applied	none	basic	8	productivity	0	0	0
38	4	primary	good	United Kingdom	England, Wales and Northern Ireland	pastoral	natural/semi-natural grassland	lowland wet grassland	2004	2011	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	none	none	applied	none	none	none	none		productivity (nest + chick)	fledglings per breeding pair	0.23	0.79	fledglings per breeding pair		0.23	0.79	2.43						Y	positive	individual	large	frequentist	multivariate	GLM		none	none	applied	none	basic	8	productivity	1	0	1
39	1	primary	poor	Netherlands	Dutch Wadden Sea	unenclosed	natural/semi-natural grassland	saltmash	2011	2011	experimental	redshank		none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	cattle grazing over horse grazing	productivity (nest level)	daily survival rate	0.975	0.99	nest survival (Mayfield)	calculated using 24 days incubation + 5 days laying	0.48	0.75	0.56						Y	positive	individual	large	frequentist	multivariate	GLM		none	none	none	none	none	1	productivity	1	0	1
39	2	primary	poor	Netherlands	Dutch Wadden Sea	unenclosed	natural/semi-natural grassland	saltmash	2011	2011	experimental	redshank		none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	heavy grazing (double LSU)	productivity (nest level)	daily survival rate	NA	NA			NA	NA							N	negative	individual	large	frequentist	multivariate	GLM		none	none	none	none	none	1	productivity	0	0	0
39	3	primary	poor	Netherlands	Dutch Wadden Sea	unenclosed	natural/semi-natural grassland	saltmash	2011	2011	experimental	oystercatcher		none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	cattle grazing over horse grazing	productivity (nest level)	daily survival rate	0.975	0.99	nest survival (Mayfield)	calculated using 25 days incubation + 5 days laying	0.47	0.74	0.58						Y	positive	individual	large	frequentist	multivariate	GLM		none	none	none	none	none	1	productivity	1	0	1
39	4	primary	poor	Netherlands	Dutch Wadden Sea	unenclosed	natural/semi-natural grassland	saltmash	2011	2011	experimental	oystercatcher		none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	heavy grazing (double LSU)	productivity (nest level)	daily survival rate	NA	NA			NA	NA							N	negative	individual	large	frequentist	multivariate	GLM		none	none	none	none	none	1	productivity	0	0	0
40	1	primary	medium	United Kingdom	Great Britain	unenclosed	natural/semi-natural grassland	saltmash	1985	1996	semi-experimental	redshank	N	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	light grazing	abundance	breeding density (pairs/km^2)	41.2	49.6	number of pairs/100ha	calculated by /100	0.41	0.5	0.20						Y	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	none	12	abundance	1	0	1
40	2	primary	medium	United Kingdom	Great Britain	unenclosed	natural/semi-natural grassland	saltmash	1985	1996	semi-experimental	redshank	N	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	heavy grazing	abundance	breeding density (pairs/km^2)	41.2	13	number of pairs/100ha	calculated by /100	0.41	0.13	-0.68						Y	negative	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	none	12	abundance	0	1	-1
40	3	primary	medium	United Kingdom	Great Britain	unenclosed	natural/semi-natural grassland	saltmash	1985	1996	semi-experimental	redshank	N	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	increased grazing intensity (categorical 4 level factor 0,1,2,3 increased from index value 0.87 to 1.24)	abundance change	change in mean breeding density (pairs/km^2)	39.57	29.2			NA	NA							Y	negative	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	none	12	abundance	0	1	-1
41	1	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	lapwing	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none	any AES management	abundance change	additive trend over 13 years	-44.1	-24.2	multiplicative yearly slope	yearly slope calculated by (1+additive slope 13 years)^(1/13)	0.96	0.98	0.02						Y	positive	field/plot/site	medium	frequentist	multivariate	GLMM	N	none	none	none	none	higher	14	abundance	1	0	1
41	2	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	redshank	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none	any AES management	abundance change	additive trend over 13 years	-49.2	15.3	multiplicative yearly slope	yearly slope calculated by (1+additive slope 13 years)^(1/13)	0.95	1.01	0.07						Y	positive	field/plot/site	medium	frequentist	multivariate	GLMM	N	none	none	none	none	higher	14	abundance	1	0	1
41	3	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	oystercatcher	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none	any AES management	abundance change	additive trend over 13 years	-5.1	5.3	multiplicative yearly slope	yearly slope calculated by (1+additive slope 13 years)^(1/13)	1	1	0.01						N	positive	field/plot/site	medium	frequentist	multivariate	GLMM	Y	none	none	none	none	higher	14	abundance	0	0	0
41	4	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	curlew	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none	any AES management	abundance change	additive trend over 13 years	-7.8	6.3	multiplicative yearly slope	yearly slope calculated by (1+additive slope 13 years)^(1/13)	0.99	1	0.01						N	positive	field/plot/site	medium	frequentist	multivariate	GLMM	Y	none	none	none	none	higher	14	abundance	0	0	0
41	5	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	snipe	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none	any AES management	abundance	breeding density (birds/km^2)	33.6	38.7	number of individuals /100ha	calculated by /100	33.6	38.7	0.15						N	positive	field/plot/site	medium	frequentist	multivariate	GLMM	Y	none	none	none	none	higher	14	abundance	0	0	0
41	6	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	lapwing	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	none	none	none	none	grassland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	none	none	none	higher	14	abundance	0	0	0
41	7	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	redshank	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	none	none	none	none	grassland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	none	none	none	higher	14	abundance	0	0	0
41	8	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	oystercatcher	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	none	none	none	none	grassland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	none	none	none	higher	14	abundance	0	0	0
41	9	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	curlew	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	none	none	none	none	grassland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	none	none	none	higher	14	abundance	0	0	0
41	10	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	snipe	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	none	none	none	none	grassland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	none	none	none	higher	14	abundance	0	0	0
41	11	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	lapwing	Y	applied	none	applied	none	none	none	none	none	none	none	none	restricted	applied	none	none	wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	12	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	redshank	Y	applied	none	applied	none	none	none	none	none	none	none	none	restricted	applied	none	none	wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	13	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	oystercatcher	Y	applied	none	applied	none	none	none	none	none	none	none	none	restricted	applied	none	none	wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	14	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	curlew	Y	applied	none	applied	none	none	none	none	none	none	none	none	restricted	applied	none	none	wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	15	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	snipe	Y	applied	none	applied	none	none	none	none	none	none	none	none	restricted	applied	none	none	wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	16	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	lapwing	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	restricted	applied	none	none	both grassland & wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	17	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	redshank	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	restricted	applied	none	none	both grassland & wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	18	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	oystercatcher	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	restricted	applied	none	none	both grassland & wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	19	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	curlew	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	restricted	applied	none	none	both grassland & wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	20	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	snipe	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	restricted	applied	none	none	both grassland & wetland AES management	abundance	breeding density (birds/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLMM		none	applied	none	none	higher	14	abundance	0	0	0
41	21	primary	good	United Kingdom	Scotland	mixed arable/pastoral	natural/semi-natural grassland, farmland	arable, improved grassland	1992	2005	semi-experimental	lapwing	Y	applied	none	applied	none	none	reduced	reduced	none	none	none	none	none	none	none	none	grassland AES management	abundance	breeding density (number of territories/field)	-24.8	-1.6	number of individuals/pairs (ratio)		-24.8	-1.6							Y	positive	field/plot/site	medium	frequentist	multivariate	GLMM	Y	none	none	none	none	higher	14	abundance	1	0	1
